row_ID	ut	title	journal	date	doi	tot_cites	abstract	authors	n_aut	authors_id	author_country	keywords	Publication_year	Assignment	Analysis	Geography	Geography_verbatim	Year	Domain	Habitat_verbatim	Method_data_collection	Method_AI_title	Method_Omics_title	Method_verbatim	Title_biodiversity_string	Title_geo	Title_taxon	Title_hab	Taxon_specific	Taxonomic_div	Phylogenetic_div	Functional_div	Other_div	Other_diversity_string	Acanthocephala	Acoelomorpha	Annelida	Arthropoda	Brachiopoda	Bryozoa	Chaetognatha	Chordata	Cnidaria	Ctenophora	Cycliophora	Echinodermata	Entoprocta	Gastrotricha	Gnathostomulida	Hemichordata	Kinorhyncha	Loricifera	Micrognathozoa	Mollusca	Nematoda	Nematomorpha	Nemertea	Onychophora	Orthonectida	Phoronida	Placozoa	Platyhelminthes	Porifera	Priapulida	Rhombozoa	Rotifera	Sipuncula	Tardigrada	Xenoturbellida	Algae	Bryophyta	Pteridophyta	Gimnosperm	Angiosperms	Opisthosporidia	Chytridiomycota	Neocallimastigomycota	Blastocladiomycota	Zoopagomycota	Mucoromycota	Glomeromycota	Basidiomycota	Ascomycota	Bacteria	Archaea	Virus	Animal_generic	Plant_generic	Fungi_generic	Note
4710	WOS:000178153900021	Biodiversity, invasion resistance, and marine ecosystem function: Reconciling pattern and process	Ecology	01/09/2002	NA	388	A venerable generalization about community resistance to invasions is that more diverse communities are more resistant to invasion. However, results of experimental and observational studies often conflict, leading to vigorous debate about the mechanistic importance of diversity in determining invasion success in the field, a well as other ecosystem properties, such as productivity and stability. In this study, we employed both field experiments and observational approaches to assess the effects of diversity on the invasion of a subtidal marine invertebrate community by three species of nonindigenous ascidians (sea squirts). In experimentally assembled communities, decreasing native diversity increased the survival and final percent cover of invaders, whereas the abundance of individual species had no effect on these measures of invasion success. Increasing native diversity also decreased the availability of open space, We limiting resource in this system, by buffering against fluctuations in the cover of individual species. This occurred because temporal patterns of abundance differed among species, so space was most consistently and completely occupied when more species were present. When we held diversity constant, but manipulated resource availability, we found that the settlement and recruitment of new invaders dramatically increased with increasing availability of open space. This suggests that the effect of diversity on invasion success is largely due to its effects on resource (space) availability. Apart from invasion resistance, the increased temporal stability found in more diverse communities may itself be considered an enhancement of ecosystem function. In field surveys, we found a strong negative correlation between native-species richness and the number and frequency of normative invaders at the scale of both a single quadrat (25 X 25 cm), and an entire site (50 X 50 in). Such a pattern suggests that the means by which diversity affects invasion resistance in our experiments is important in determining the distribution of invasive species in the field. Further synthesis of mechanistic and observational approaches should be encouraged, as this will increase our understanding of the conditions under which diversity does (and does not) play an important role in determining the distribution of invaders in the field.	Stachowicz, JJ ; Fried, H ; Osman, RW ; Whitlatch, RB	4	394126 ; 4946612 ; 789901 ; 324391	USA ; USA ; USA	ascidians ; biodiversity ; bryozoans ; ecosystem function ; fouling community ; invasion resistance ; invasive species ; invertebrates ; marine ecology ; species richness ; temporal niche partitioning	2002	Carmelo Fruciano	yes	Nearctic	eastern Long Island Sound	NA	Saltwater	12 different sites (10 quadrats per site) in eastern Long Island Sound	Field sampling	0	0	we recorded the presence of native and introduced sessile species in 25 × 25 cm quadrats at 12 different sites (10 quadrats per site) […] we manipulated species richness and composition	Biodiversity	0	0	1	Invertebrates	1	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"There is a ""marine"" qualifier in the title but it is quite far from the word ""biodiversity""; also, the geographical extent of the study is much narrower than the title would imply even if one would consider the ""marine"" qualfier"
4997	WOS:000185073100024	Indo-Pacific biodiversity of coral reefs: Deviations from a mid-domain model	Ecology	01/08/2003	NA	156	Understanding the nature and causes of global gradients in species richness is a perennial ecological problem, and recent work has highlighted the need to assess these gradients relative to an appropriate statistical expectation. This paper examines latitudinal and longitudinal gradients in species richnesses of corals and reef fishes in the Indo-Pacific domain and compares them with gradients predicted by a mid-domain model in which geographic domains are located at random between the latitudinal and longitudinal boundaries-of this region. We test for significant differences between observed and predicted species-richness patterns, and we identify regions that are enriched or depauperate in species, relative to expectation. In addition, we move beyond previous mid-domain analyses by directly comparing observed spatial distributions of geographic ranges with those predicted by a mid-domain model. This comparison indicates precisely how species-richness anomalies are produced by nonrandomness in the distribution of species ranges. For both corals and fishes, large and statistically significant differences exist between observed latitudinal and longitudinal species-richness gradients and those predicted by mid-domain models. Longitudinally, species richness is markedly higher than predicted along the African coast and, to a lesser extent, within the Indo-Australian Archipelago (IAA), and it is markedly lower than expected in the eastern Pacific. Latitudinally, species richness becomes increasingly higher than predicted as one moves from the equator to the tropical margins; then it becomes sharply lower than predicted beyond the tropics. Unexpectedly, differences between observed and predicted spatial distributions of range endpoints and midpoints reveal a pattern of nonrandomness that is highly congruent with the hypothesis that gyres in the Indian and Pacific Oceans, with the IAA forming a porous boundary between them, have a-major influence on Indo-Pacific species-richness patterns. Our analyses indicate that the perspective offered by a focus on explaining nonrandomness in the location of geographic ranges (rather than explaining why species, numbers vary in space) is likely to dramatically alter our assessments of alternative explanations for global species-richness gradients.	Connolly, SR ; Bellwood, DR ; Hughes, TP	3	318945 ; 35818952 ; 386705	Australia	coral reefs ; geographic range ; indo-australian archipelago (iaa) ; latitudinal gradient ; longitudinal gradient ; macroecology ; mid-domain effect	2003	Carmelo Fruciano	yes	Global	Indo-Pacific	NA	Saltwater	Indo-Pacific coral reefs	Big data	0	0	NA	Indo-pacific biodiversity of coral reefs	1	0	1	Fish, Corals	1	0	0	0	NA	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Marine environment, Indo-Pacific but used the ""Geography"" as per instructions trying to cover it reasonably well"
5481	WOS:000088594100021	Potential threats to littoral biodiversity: is increased parasitism a consequence of human activity?	Oikos	01/07/2000	NA	19	NA	Bustnes, JO ; Galaktionov, KV ; Irwin, SWB	3	264808 ; 654686 ; 727730	Norway ; Russia ; North Ireland	NA	2000	Carmelo Fruciano	yes	Global	NA	NA	Saltwater	Littoral	Review/Opinion	0	0	NA	Littoral biodiversity	0	0	1	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Opinion piece which does not concern itself with biodiversity and does not define it (so I put all zeros in the biodiversity types), but it is more about whether increased parasitism should be investigated as a human-mediated driver of biodiversity loss. Not being concerned with specific taxa, all taxa have been scored with a zero
5826	WOS:000301179700010	Volunteers on the political anvil: citizenship and volunteer biodiversity monitoring in three postcommunist countries	Environment and Planning c-Government and Policy	01/01/2011	10.1068/c0872	5	We present comparative ethnographic material on volunteer biodiversity monitoring from environmental organisations in three postcommunist countries: Poland, Slovenia, and Lithuania. We chart and discuss aspects of the heritage from socialism and communist rule in terms of their effect on the present-day running and operations of four case-study organisations in these countries, focusing particularly on challenges posed by the legacy of compulsory volunteering, inherited organisational cultures, economic reorganisation, and internationalisation of the volunteering sector. In closing we indicate certain key differences between our case-study organisations, focusing on factors that influenced their ability to operate in the postcommunist nongovernmental organisation sector, and offer some observations of more general relevance.	Bell, Sandra ; Reinert, Hugo ; Cent, Joanna ; Grodzinska-Jurczak, Malgorzata ; Kobierska, Hanna ; Podjed, Dan ; Vandzinskaite, Deivida	7	1923959 ; 2153136 ; 3060367 ; 1217026 ; 9197778 ; 2875138 ; 12708577	England ; Estonia ; Poland ; Slovenia ; Lithuania	NA	2011	Carmelo Fruciano	yes	Palearctic	three postcommunist countries: Poland, Slovenia and Lithuania	2004-2007	NA	NA	Other	0	0	literature reviews and ethnographic case studies	Biodiversity monitoring	1	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Not really concerned with biodiversity but more of a ""humanities"" rather than ""scientific"" type of paper"
6341	WOS:000363072200002	BIODIVERSITY OF GRASSLAND COMMUNITIES AND SPATIAL VARIABILITY OF FUNCTIONAL GROUPS IN THE MONGOLICA FOREST-STEPPE ECOTONE	Fresenius Environmental Bulletin	01/01/2015	NA	2	A sample survey was used to analyze species composition and plant community biodiversity in a typical steppe, a mongolica forest-steppe ecotone and the steppe of a mongolica forest in the pinus sylvestris var. mongolica core area of the Hui River national nature reserve in China. The changes in community characteristics along the gradients of water, heat and altitude, and community edge effects were also considered in this paper. The results showed that the main plants among the three plots were Gramineae, Compositae, Chenopodiaceae and Rosacea, which accounted for 30.0%, 20.0%, 13.3% and 10.0% of the total. There were Artemisia frigid and Carex duriuscula in every plot, which indicated that the three plots were experiencing different degrees of degradation. From the typical steppe to the Mongolica forest-steppe ecotone to the mongolica forest steppe, the cumulative dominance of every type of shrub, sub shrub and perennial grass decreased in order, with a significant difference (p < 0.05). The cumulative dominance of perennial forbs, however, was an increasing trend, and the cumulative dominance of annual herbaceous plants in the mongolica forest-steppe ecotone was the highest. The biomass of shrubs, sub shrubs and perennial grasses, and the total biomass of communities, decreased successively among the three plots, and the difference was significant. The biomass of perennial forbs in the mongolica forest-steppe ecotone was significantly lower than that observed in the typical steppe and the mongolica forest steppe. The annual herbaceous biomass was low in every plot, but clearly the highest in the mongolica forest-steppe ecotone. The Patrick richness index (P-a), Shannon-Wiener diversity index (II) and Pielou evenness index decreased successively among the three plots.	Wang, Jinman ; Ma, Jianjun ; Yao, Hong ; Lv, Shihai	4	1160587 ; 155592 ; 93856 ; 2163471	Peoples R China ; Peoples R China ; Peoples R China	mongolica forest-steppe ecotone ; plant functional groups ; biodiversity ; edge effect ; hui river national nature reserve	2015	Carmelo Fruciano	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Currently marked in yellow as I requested the PDF to the authors in Researchgate but I haven't heard from them yet
6807	WOS:000588022500001	Disrupting the Biodiversity-Ecosystem Function Relationship: Response of Shredders and Leaf Breakdown to Urbanization in Andean Streams	Frontiers in Ecology and Evolution	28/10/2020	10.3389/fevo.2020.592404	1	Urbanization is a major driver of stream ecosystem impairment and is typically associated with multiple stressors and species loss. A challenge is to understand how those stressors alter the relationship between biodiversity and ecosystem functioning (B-EF). Amongst the Andean streams of southern Ecuador, we assessed the response of shredder diversity and organic matter breakdown (OMB) to urbanization and identified the urban-associated stressors disrupting the B-EF relationship. A leaf-litter bag experiment during stable flow conditions in 2016 was carried out to quantify total OMB and shredder-mediated OMB, which was estimated to represent the B-EF relationship. We calculated the taxonomic and functional diversity of shredder invertebrates associated with leaf packs. Also, a suite of physicochemical and habitat stressors was measured weekly during the field experiment. Along with the urbanization gradient, both taxonomic and functional diversity of shredders declined while OMB rates decreased. Shredders were absent and their contribution to OMB was null at the most urbanized sites. The B-EF relationship was interrupted through nutrient enrichment, physical habitat homogenization, riparian vegetation disturbance, and leaf-litter availability as a consequence of urbanization. Our results demonstrate how species loss spreads to and affects ecosystem functions in urbanized streams and how environmental stressors alter the B-EF relationship. Better land-use practices are crucial in Andean catchments to guarantee ecosystem services which are the result of successful B-EF relationships.	Zuniga-Sarango, Wilson ; Gaona, Fernando P. ; Reyes-Castillo, Valeria ; Iniguez-Armijos, Carlos	4	42054598 ; 29709907 ; 42055121 ; 7480815	Ecuador ; Ecuador	shredders diversity ; leaf breakdown ; tropical andes ; urbanized streams ; biodiversity-ecosystem function relationship	2020	Carmelo Fruciano	yes	Neotropical	Andean streams of southern Ecuador ; city of Loja and its surroundings	2016	Freshwater	12 independent streams along an urbanization gradient	Field sampling	0	0	NA	Biodiversity	1	1	1	Invertebrates	1	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Paper concerned not with a specific taxon but ""leaf shredder"" aquatic macroinvertebrates, so I included just a 1 under ""Animal_generic"""
7245	WOS:000579518300001	A global analysis of complexity-biodiversity relationships on marine artificial structures	Global Ecology and Biogeography	20/10/2020	10.1111/geb.13202	2	Aim Topographic complexity is widely accepted as a key driver of biodiversity, but at the patch-scale, complexity-biodiversity relationships may vary spatially and temporally according to the environmental stressors complexity mitigates, and the species richness and identity of potential colonists. Using a manipulative experiment, we assessed spatial variation in patch-scale effects of complexity on intertidal biodiversity. Location 27 sites within 14 estuaries/bays distributed globally. Time period 2015-2017. Major taxa studied Functional groups of algae, sessile and mobile invertebrates. Methods Concrete tiles of differing complexity (flat; 2.5-cm or 5-cm complex) were affixed at low-high intertidal elevation on coastal defence structures, and the richness and abundance of the colonizing taxa were quantified after 12 months. Results The patch-scale effects of complexity varied spatially and among functional groups. Complexity had neutral to positive effects on total, invertebrate and algal taxa richness, and invertebrate abundances. However, effects on the abundance of algae ranged from positive to negative, depending on location and functional group. The tidal elevation at which tiles were placed accounted for some variation. The total and invertebrate richness were greater at low or mid than at high intertidal elevations. Latitude was also an important source of spatial variation, with the effects of complexity on total richness and mobile mollusc abundance greatest at lower latitudes, whilst the cover of sessile invertebrates and sessile molluscs responded most strongly to complexity at higher latitudes. Conclusions After 12 months, patch-scale relationships between biodiversity and habitat complexity were not universally positive. Instead, the relationship varied among functional groups and according to local abiotic and biotic conditions. This result challenges the assumption that effects of complexity on biodiversity are universally positive. The variable effect of complexity has ramifications for community and applied ecology, including eco-engineering and restoration that seek to bolster biodiversity through the addition of complexity.	Strain, Elisabeth M. A. ; Steinberg, Peter D. ; Vozzo, Maria ; Johnston, Emma L. ; Abbiati, Marco ; Aguilera, Moises A. ; Airoldi, Laura ; Aguirre, J. David ; Ashton, Gail ; Bernardi, Maritina ; Brooks, Paul ; Chan, Benny K. K. ; Cheah, Chee B. ; Chee, Su Yin ; Coutinho, Ricardo ; Crowe, Tasman ; Davey, Adam ; Firth, Louise B. ; Fraser, Clarissa ; Hanley, Mick E. ; Hawkins, Stephen J. ; Knick, Kathleen E. ; Lau, Edward T. C. ; Leung, Kenneth M. Y. ; McKenzie, Connor ; Macleod, Catriona ; Mafanya, Sandisiwe ; Mancuso, Francesco P. ; Messano, Luciana V. R. ; Naval-Xavier, Lais P. D. ; Ng, Terrence P. T. ; O'Shaughnessy, Kathryn A. ; Pattrick, Paula ; Perkins, Mathew J. ; Perkol-Finkel, Shimrit ; Porri, Francesca ; Ross, Donald J. ; Ruiz, Gregory ; Sella, Ido ; Seitz, Rochelle ; Shirazi, Raviv ; Thiel, Martin ; Thompson, Richard C. ; Yee, Jean C. ; Zabin, Chela ; Bishop, Melanie J.	46	42906356 ; 87183 ; 12443267 ; 109786 ; 604743 ; 41294958 ; 256989 ; 2381735 ; 1007115 ; 41890901 ; 4916393 ; 191906 ; 43141411 ; 5352063 ; 14959703 ; 481233 ; 30306470 ; 1151083 ; 41880598 ; 629604 ; 44234 ; 4354517 ; 36398004 ; 167588 ; 41879553 ; 34835304 ; 41899527 ; 3007498 ; 41884479 ; 41902824 ; 41895047 ; 7050111 ; 41898170 ; 41884721 ; 2491841 ; 41901711 ; 28168136 ; 37093293 ; 8985086 ; 41876751 ; 28023593 ; 72854 ; 19995935 ; 6968499 ; 1693570 ; 219343	Australia ; Australia ; Australia ; Australia ; Australia ; Italy ; Chile ; Italy ; Italy ; Italy ; New Zealand ; USA ; Ireland ; Taiwan ; Malaysia ; Malaysia ; Brazil ; Brazil ; England ; England ; England ; USA ; Peoples R China ; Peoples R China ; Peoples R China ; Peoples R China ; South Africa ; South Africa ; England ; South Africa ; Israel	bays ; benthic ; biodiversity ; breakwaters ; eco-engineering ; estuaries ; intertidal ; seawalls ; tile ; urban	2020	Carmelo Fruciano	yes	Global	27 sites within 14 estuaries/bays distributed globally	NA	Saltwater	27 sites within 14 estuaries/bays along urban coastlines	Field sampling	0	0	NA	Biodiversity	0	0	1	Algae, Invertebrates	0	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"I used ""Global"" as geography even though there are no sites in Anctrarctical as the idea of the experimental design is to have global repeats to avoid that the results are dependent on a specific location; so the focus of the study is about general/global phenomena"
8002	WOS:000395459400009	Financial compensation for biodiversity conservation in Ba Be National Park of Northern Vietnam	Journal for Nature Conservation	01/02/2017	10.1016/j.jnc.2016.12.003	6	Terrestrial biodiversity is seriously threatened by an increasing deforestation rate. Financial incentives can stimulate local people to participate in biodiversity conservation. A common approach to derive financial compensation is estimating the opportunity costs arising from the adoption of conservation friendly land-use practices. Assuming that farmers are risk averse, we used a decision-making under uncertainty approach to derive financial compensation for local people living in and around Ba Be National Park, Vietnam. Moderately risk-averse farmers need US$ 228 ha(-1) year(-1) financial compensation for the protection of natural forests in the Ecological Rehabilitation and Buffer Zones, whereas the required compensation reaches US$ 334 ha(-1) year(-1) in the Strict Protection Zone. These compensation payments were derived by comparing financial returns from natural forests with those of the most profitable land use (maize). Compensation amounts decrease to US$ 130 ha-(1) year(-1) in the Ecological Rehabilitation and Buffer Zones and to US$ 218 ha(-1) year(-1) in the Strict Protection Zone, when considering diversification strategy. Derived financial compensations assume that farms comprise 20% croplands and 80% forest. We conclude that compensation amounts vary with farmers' risk preferences, whether or not diversification strategy is considered, and the level of protection of a given area. 2016 Elsevier GmbH. All rights reserved.	Adhikari, Ram Kumar ; Kindu, Mengistie ; Pokharel, Raju ; Castro, Luz Maria ; Knoke, Thomas	5	9216068 ; 31841288 ; 9089403 ; 4743405 ; 396573	Germany ; USA ; Ecuador	biodiversity conservation ; financial compensation ; uncertainty ; diversification	2017	Carmelo Fruciano	yes	Indomalayan	Ba Be National Park, Vietnam	NA	Terrestrial	NA	Big data ; Other	0	0	NA	Biodiversity conservation	1	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	The paper is not biodiversity at all, but about an economic model for compensation to preserve biodiversity
8610	WOS:000230684000010	Biodiversity of larval damselflies and dragonflies (Insecta : Odonata) in the lower Mobile/Tensaw Delta, Alabama	Southeastern Naturalist	01/01/2005	NA	1	Sixteen species of odonates, representing 9.2% of Alabama's odonate fauna, were collected from flowing waters 10-450 m wide in the poorly surveyed Mobile/Tensaw Delta of Baldwin County over a one-year period. The number of species was positively correlated with the number of specimens per site, with sites nearest Mobile Bay having fewer species, possibly reflecting higher salinities. Odonate assemblages in large flows of the Delta are unpredictable in terms of species co-occurrence, and fit a model of non-equilibrium community structure.	McCreadie, JW ; Ihle, DT ; Adler, PH	3	656986 ; 11236723 ; 27184755	USA ; USA	NA	2005	Carmelo Fruciano	yes	Nearctic	Lower Mobile/Tensaw Delta, Alabama	2000-2001	Freshwater	streams and rivers in the lower half of the Mobile/Tensaw Delta	Field sampling	0	0	NA	Biodiversity of Larval Damselflies and Dragonflies	1	1	0	Damselflies, Dragonflies	1	0	0	0	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
9283	WOS:000392076800001	Changes of flowering phenology and flower size in rosaceous plants from a biodiversity hotspot in the past century	Scientific Reports	17/06/2016	10.1038/srep28302	7	Responses of plant traits to climate changes are complex, which could be mirrored by the investigations of herbarium specimens. By examining specimens of Rosa and Cotoneaster species collected since 1920s in Hengduan Mountains, we analyzed the changes of flowering phenology and flower size in the past century when climate changes were considered to be intensified. We found that flowering phenology of Rosa showed no significant change, but flowering phenology of Cotoneaster was delayed in recent years. Flower size of Rosa species showed a marginally significant decrease over the past century. The results suggested that responses of flowering time to global changes and pollinator mediated selection on floral traits might be more complex than what were expected. Our results indicated that future researches based on investigations of herbarium specimens should be carried out on multiple plant species with different flower structures and life histories to better understand the effects of climate changes on plant traits.	Yu, Qin ; Jia, Dong-Rui ; Tian, Bin ; Yang, Yong-Ping ; Duan, Yuan-Wen	5	4247456 ; 4394158 ; 32024277 ; 31482466 ; 36511951	Peoples R China ; Peoples R China ; Peoples R China ; Peoples R China ; Peoples R China	NA	2016	Carmelo Fruciano	yes	Palearctic	Hengduan Mountains	NA	Terrestrial	NA	Big data	0	0	NA	Biodiversity hotspot	1	1	0	Plant	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Paper not concerned with biodiversity (it is about flowering time and phenology; ""biodiversity"" appears in the title as they consider their target region a ""biodiversity hotspot"")"
9868	WOS:000463857900005	From climate zone to microhabitat-environmental factors affecting the coastal distribution of tiger beetles (Coleoptera: Cicindelidae) in the south-eastern European biodiversity hotspot	Peerj	09/04/2019	10.7717/peerj.6676	4	Background: Tiger beetles (Coleoptera: Cicindelidae) are predatory insects usually occurring in various sandy habitats. In south-eastern Europe, especially in lowland areas located close to the sea coast, the diversity of Cicindelidae is one of the highest in the Palaearctic realm. Although previous studies conducted in different areas of the world show that many species are habitat specialists, unfortunately little is known about environmental factors affecting the diversity and distribution of tiger beetles in this region. Material and Methods: Habitat preferences for 12 tiger beetles taxa were analysed. Over 100 samples collected in eight countries located in coastal areas of the Black and Mediterranean Seas were studied, for which climate data, macrohabitat types, and soil parameters (soil humidity, salinity, pH, and structure) were investigated. Results: Most studied Cicindelidae were characterised by narrow or very narrow habitat specialisation and did not co-occur with other ones, including 11 taxa found as habitat specialists occurring only in one or two types of macrohabitat. The most eurythopic species was Calomera littoralis nemoralis which occupied four macrohabitat types. The climatic zone, altitude, and humidity were found as the most important factors in the distribution of the studied tiger beetle species. Salt marshes and sandy sea beaches were noted as the most diverse macrohabitat types. Discussion: Tiger beetle fauna of south-eastern Europe consists mainly of habitat specialists sensitive to environmental changes, which makes these beetles perfect bioindicators. Moreover, as a great number of studied Cicindelidae taxa occur in habitats which are under a significant human impact, we suggest that in the studied area the group can be successfully used as a flagship taxon for insect and nature conservation.	Jaskula, Radomir ; Plociennik, Mateusz ; Schwerk, Axel	3	2712459 ; 30879438 ; 2443582	Poland ; Poland	coleoptera ; cicindelidae ; black sea coast ; balkan peninsula ; habitat specialisation ; bioindicators	2019	Carmelo Fruciano	yes	Palearctic	coastal areas of the Black and Mediterranean Seas	2009−2012	Terrestrial	NA	Field sampling	0	0	NA	Biodiversity hotspot	1	1	1	Tiger beetles	1	0	0	0	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
584	WOS:000316437500008	Algal invasions, blooms and biodiversity in lakes: Accounting for habitat-specific responses	Harmful Algae	01/03/2013	10.1016/j.hal.2013.01.001	13	Range expansions of species comprise a pervasive environmental problem worldwide and can cause substantial ecological and economic impact. However, the magnitude of impact may vary across habitats, highlighting the need to account for spatial heterogeneity in assessment studies. Here we compare invertebrate community structure in three habitats (littoral, sublittoral, and profundal) of boreal lakes that suffer recurring blooms of a regionally expanding, nuisance flagellate, Gonyostomum semen (Raphidophyta), with the assemblage structure in lakes were no blooms occur. We contrast community structure over a 6-year period using univariate metrics (total abundance, community evenness, species richness, and Simpson diversity) and multivariate community similarity to infer habitat-specific associations of local (alpha) diversity. We also calculated indices of multivariate dispersion to infer associations with beta diversity; i.e., whether or not habitats in bloom lakes show faunal homogenisation. Results show that the magnitude of assemblage alteration in bloom relative to bloom-free lakes varied with habitat and increased from the littoral to the profundal habitats. Littoral assemblages in bloom and bloom-free lakes shared similar alpha (taxon richness, evenness and Simpson diversity) and beta diversity characteristics, despite differing in multivariate community similarity. By contrast, alteration of assemblage structure was most severe in the profundal and manifested in reduced diversity and faunal homogenisation (i.e. decreased beta diversity) in bloom relative to bloom-free lakes. This was due to numerical dominance of the predatory phantom midge, Chaoborus flavicans, in the profundal of bloom lakes. Not only do the results highlight that spatial heterogeneity should be accounted for to assess the potential broader impact of nuisance species on biodiversity within lakes; more generally, the dominance of a single species suggests a reduced overall resilience of bloom lakes, making them more susceptible to environmental perturbation. (C) 2013 Elsevier B.V. All rights reserved.	Angeler, David G. ; Johnson, Richard K.	2	253620 ; 338230	Sweden	algal blooms ; community ecology ; conservation biology ; gonyostomum semen ; impact assessment ; lakes	2013	Carol Fukushima	yes	Palearctic	Sweden	1999-2004	Freshwater	Lakes	Field sampling	0	0	NA	Biodiversity in lakes	0	0	1	invertebrates	1	0	0	0	NA	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	NA
1288	WOS:000177239300019	Biodiversity and species-environment relationships of the demersal fish assemblage at the Great Meteor Seamount (subtropical NE Atlantic), sampled by different trawls	Marine Biology	01/07/2002	10.1007/s00227-002-0804-y	60	Quantitative data collected with different bottom trawls at the Great Meteor Scamount (subtropical NE Atlantic, 30degreesN; 28.5degreesW) in 1967, 1970 and 1998 are compared. Bootstrap estimates of total catch per unit effort increased from 6.96 and 10.8 ind. m(-1) h(-1) in 1967 and 1970, respectively, to 583.98 ind. m(-1) h(-1) in 1998. Gear effects and an effect of gear over time accounted for 47.1% and 20% of species variability. Further significant factors were time of day and habitat, while season was not significant. A total of 43 species was collected. Including supplementary species information, a grand total of 46 species was found associated with the Great Meteor Seamount. Diversity was higher in 1967 and 1970 (Shannon's diversity: H'=2.5 and 1.6) than in 1998 (H'=0.9). Species-environment relationships are discussed in terms of a sound-scattering layer-interception hypothesis, i.e. utilisation of prey from a diurnally moving sound-scattering layer for the bentho-pelagic community. This is probably augmented by concentration effects in a circular current around the seamount (Taylor-column). Long-term changes are discussed with respect to a decrease in biodiversity due to considerable increases in Macroramphosus scolopax and Capros aper. In 1998, the increase of abundance of Trachurus picturatus and the respective decreases for genuine benthic species were likely to have been caused by a change of gear.	Fock, H ; Uiblein, F ; Koster, F ; von Westernhagen, H	4	996740 ; 597948 ; 827854 ; 1171614	Germany ; Austria ; Germany	NA	2002	Carol Fukushima	yes	Palearctic	Great Meteor Seamount	1967 ;  1970 ; 1998	Saltwater	Seamount	Field sampling	0	0	trawls	Biodiversity	1	1	1	Demersal fishes	1	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
