row_ID	ut	title	journal	date	doi	tot_cites	abstract	authors	n_aut	authors_id	author_country	keywords	Publication_year	Assignment	Analysis	Geography	Geography_verbatim	Year	Domain	Habitat_verbatim	Method_data_collection	Method_AI_title	Method_Omics_title	Method_verbatim	Title_biodiversity_string	Title_geo	Title_taxon	Title_hab	Taxon_specific	Taxonomic_div	Phylogenetic_div	Functional_div	Other_div	Other_diversity_string	Acanthocephala	Acoelomorpha	Annelida	Arthropoda	Brachiopoda	Bryozoa	Chaetognatha	Chordata	Cnidaria	Ctenophora	Cycliophora	Echinodermata	Entoprocta	Gastrotricha	Gnathostomulida	Hemichordata	Kinorhyncha	Loricifera	Micrognathozoa	Mollusca	Nematoda	Nematomorpha	Nemertea	Onychophora	Orthonectida	Phoronida	Placozoa	Platyhelminthes	Porifera	Priapulida	Rhombozoa	Rotifera	Sipuncula	Tardigrada	Xenoturbellida	Algae	Bryophyta	Pteridophyta	Gimnosperm	Angiosperms	Opisthosporidia	Chytridiomycota	Neocallimastigomycota	Blastocladiomycota	Zoopagomycota	Mucoromycota	Glomeromycota	Basidiomycota	Ascomycota	Protista	Bacteria	Archaea	Virus	Animal_generic	Plant_generic	Fungi_generic	Note
1558	WOS:000402531300013	Impact of a global biodiversity education campaign on zoo and aquarium visitors	Frontiers in Ecology and the Environment	01/06/2017	10.1002/fee.1493	19	Campaigns by zoos, aquariums, and other civil society organizations are an important tool for promoting social changes that benefit the environment. Here, we evaluate a global biodiversity education campaign's impact through a repeated-measures survey of nearly 5000 visitors to 20 zoos and aquariums located in 14 countries. By comparing visitors' pre- and post-visit responses combined across respondents, we found significant aggregate improvements in their biodiversity understanding and their knowledge of actions to help protect biodiversity. Respondents who reported seeing the education campaign's interpretive graphic panels and informative films showed a significantly higher aggregate increase in their understanding of biodiversity and actions to protect it as compared to respondents who did not see the campaign materials. These findings reaffirm the value of education at zoos and aquariums to engage members of the public with biodiversity-related issues. The results also demonstrate that the aggregate impact from such experiences can be enhanced through coordinated public engagement initiatives.	Moss, Andrew ; Jensen, Eric ; Gusset, Markus	3	2841228 ; 1103020 ; 1249280	England ; England ; Switzerland	NA	2017	Diego Fontaneto	yes	Global	world	2012-2015	Freshwater ; Saltwater ; Terrestrial	zoos and aquaria	Field sampling	0	0	Questionnaire	Biodiveristy education	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
2002	WOS:000085366700039	Agroforestry: A refuge for tropical biodiversity after fire	Conservation Biology	01/02/2000	NA	26	NA	Griffith, DM	1	28050419	USA	NA	2000	Diego Fontaneto	yes	Neotropical	Mexico and Central America	NA	Terrestrial	NA	Review/Opinion	0	0	NA	Tropical biodiversity	1	0	1	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
2674	WOS:000457820000071	Institutions for governing biodiversity offsetting: An analysis of rights and responsibilities	Land Use Policy	01/02/2019	10.1016/j.landusepol.2018.11.040	4	Offsets for compensating biodiversity loss are increasingly suggested as a system for allocating responsibilities onto those actors who contribute to the loss. As the mechanism is outlined as a new opportunity, the expectations need to be analyzed relative to the ensuing changes in rights and responsibilities over biodiversity degradation, conservation and restoration. In this paper we conduct an analysis of rights and responsibilities using literature and empirical material. Our empirical case is in Finland, where ecological compensation and biodiversity offsets represent an emerging avenue for conservation. We find that rights to conservation, property and economic activity have generally not been explicitly addressed in parallel, and that the focus has been on evaluating biodiversity loss through ecological assessment or as an ethical notion. Offsetting literature focuses on developer rights to a predictable operational environment rather than on human rights to biodiversity or the property rights of offset suppliers. At the same time, the literature on offsets analyzing the responsibilities over management, avoiding degradation and meeting societal expectations, has placed much emphasis on governance and control by authorities. These analyses result in doubts and criticism of the capacity of governance arrangements to reach the set targets. Echoing the literature, the Finnish case shows that even though the mechanism is framed as a way to place the responsibility onto developers, numerous responsibilities are expected to be taken by authorities or a yet non-existing mediating actor, while developer rights are expected to be secured and landowner rights are either mostly assumed not to change, or not addressed at all. Our study shows that the assumptions on rights and responsibilities need to be exposed to empirical analysis, to support the design of meaningful new institutional arrangements.	Primmer, Eeva ; Varumo, Liisa ; Kotilainen, Juha M. ; Raitanen, Elina ; Kattainen, Matti ; Pekkonen, Minna ; Kuusela, Saija ; Kullberg, Peter ; Kangas, Johanna A. M. ; Ollikainen, Markku	10	1518206 ; 29596296 ; 30591592 ; 28644448 ; 29639788 ; 7067193 ; 1716464 ; 7497303 ; 29915020 ; 35055474	Finland ; Finland ; Finland	biodiversity offsetting ; ecological compensation ; institutions ; rights ; responsibilities	2019	Diego Fontaneto	yes	Palearctic	Finland	2016	Terrestrial	NA	Citizen science	0	0	stakeholder focus group workshops	Biodiversity 	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
3064	WOS:000283860800012	A long and winding road? Precaution from principle to practice in biodiversity conservation	Implementing the Precautionary Principle: Perspectives and Prospects	01/01/2006	NA	5	NA	Cooney, Rosie	1	2564721	Switzerland ; England ; England	NA	2006	Diego Fontaneto	no	NA	NA	NA	NA	NA	NA	0	0	NA	Biodiversity conservation	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
3497	WOS:000227334600037	A biodiversity intactness index	Nature	03/03/2005	10.1038/nature03289	251	The nations of the world have set themselves a target of reducing the rate of biodiversity loss by 2010. Here, we propose a biodiversity intactness index (BII) for assessing progress towards this target that is simple and practical - but sensitive to important factors that influence biodiversity status - and which satisfies the criteria for policy relevance set by the Convention on Biological Diversity. Application of the BII is demonstrated on a large region ( 4 3 10 6 km 2) of southern Africa. The BII score in the year 2000 is about 84%: in other words, averaged across all plant and vertebrate species in the region, populations have declined to 84% of their presumed pre-modern levels. The taxonomic group with the greatest loss is mammals, at 71% of pre-modern levels, and the ecosystem type with the greatest loss is grassland, with 74% of its former populations remaining. During the 1990s, a population decline of 0.8% is estimated to have occurred.	Scholes, RJ ; Biggs, R	2	110477 ; 925825	South Africa	NA	2005	Diego Fontaneto	yes	Afrotropical	South Africa	2000	Terrestrial	NA	Field sampling	0	0	new method, intactness	Biodiveristy ... index	0	0	0	vertebrates and plants	0	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
3939	WOS:000220175700001	Riparian zones: Where biogeochemistry meets biodiversity in management practice	Polish Journal of Ecology	01/01/2004	NA	60	Riparian zones are well known for their inherent ecological properties related to biogeochemical cycles, biodiversity, and catchment management. The international MAB/UNESCO programme which was running between 1988 and 1998 was related to the land/water ecotones, mainly riparian zones. This article, inspired by this programme seeks to highlight the role of riparian processes on biogeochemical cycles and biodiversity under different climatic conditions. Their role is investigated by focusing on: i) the lateral ecotone between land and water systems, ii) their longitudinal corridor structure and, iii) the dry-wet cycles. This information is then used to suggest the value of riparian zones in landscape management. We emphasize the key roles of the ecotonal structure, longitudinal connectivity and timing of the occurrence of wet-dry cycles for riparian zones to process nitrate fluxes and to maintain high levels of biodiversity at the landscape scale. In the context of the worldwide transformations of flow regimes, the deterioration of water quality and loss of biodiversity, restoring riparian zones is both a key objective and a formidable challenge that implies envisioning the consequences of management actions on the long term, considering entire river basins, and paying attention to other environmental, regional and global changes.	Decamps, H ; Pinay, G ; Naiman, RJ ; Petts, GE ; McClain, ME ; Hillbricht-Ilkowska, A ; Hanley, TA ; Holmes, RM ; Quinn, J ; Gibert, J ; Tabacchi, AMP ; Schiemer, F ; Tabacchi, E ; Zalewski, M	14	1079729 ; 32281470 ; 141932 ; 30324965 ; 777144 ; 2371475 ; 898714 ; 2146262 ; 21767284 ; 1138618 ; 10518269 ; 758196 ; 25233921 ; 354446	Poland ; France ; USA ; England ; USA ; France ; USA ; USA ; New Zealand ; France ; Austria ; Poland	riparian zones ; ecotones ; biogeochemistry ; biodiversity ; management	2004	Diego Fontaneto	yes	Global	NA	NA	Freshwater ; Terrestrial	riparian habitats	Review/Opinion	0	0	NA	Biodiversity	0	0	1	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
4312	WOS:000426093400010	Assessing the effect of emergent vegetation in a surface-flow constructed wetland on eutrophication reversion and biodiversity enhancement	Ecological Engineering	01/04/2018	10.1016/j.ecoleng.2017.11.021	12	A free water-surface constructed wetland (F4-unit) was created in a Mediterranean protected site to treat eutrophic inflows to the Albufera de Valencia lagoon, and enhance biodiversity. In 2013, the F4-unit was divided into three subunits and planted with different compositions of emergent macrophytes (Phragmites australis, Iris pseudacorus, and a mixture of several macrophytes: F4-Reed, F4-Iris and F4-Mixed subunits). Two nine-month periods were monitored after planting, and water quality variables were measured in the inflows and outflows. Waterfowl occupation and plankton biomass were analyzed to evaluate their role in eutrophication reversion. The low removal efficiencies related to scarce vegetation development and wind disturbance in the first period, significantly improved in the second, particularly in the F4-Reed subunit (total cumulative mass removals of 438, 363 and 372 kg of nitrogen, 57, 30 and 48 kg of phosphorus and 7109, 573 and 2315 kg of suspended solids in the Reed, Iris and Mixed F4 subunits). This was due to the high continuous coverage (around 70%) achieved by reeds, but also by other species that spontaneously germinated from the seed bank (cattails, Paspalum sp). The constructed wetland significantly reduced the exported microalgal biomass, stimulated the potential mixotrophic phytoplankton groups, such as Euglenophyceae, and produced large quantities of zooplankton, particularly ostracods and cladocerans, which efficiently grazed on microalgae. The total cumulative mass removal of chlorophyll for the second period of operation represented 2.6 times more removal than in the first period. Almost 50% of the waterfowl species visiting the zone were of special conservation concern. Differences in vegetation structure between subunits drove a concrete selection of stopover sites for migratory, endangered shorebirds that had low impact on solid resuspension. Endangered, large and medium-sized waterfowl (higher impact on resuspension while foraging), more abundant in the post-breeding period, showed no preferences between subunits. This study supports the idea of recommending the configuration of these kinds of systems for managing eutrophicated waters in protected sites and enhancing waterfowl species of conservation concern.	Rodrigo, Maria A. ; Valentin, Anna ; Claros, Javier ; Moreno, Lucia ; Segura, Matilde ; Lassalle, Matthieu ; Vera, Pablo	7	43253931 ; 38411195 ; 7115177 ; 13798166 ; 3805562 ; 902093 ; 36061886	Spain ; Spain ; Spain ; Spain	nutrient removal efficiency ; microalgae removal ; zooplankton grazing ; protected waterfowl ; tancat de la pipa ; albufera de valencia natural park	2018	Diego Fontaneto	yes	Palearctic	Spain	2013-2015	Freshwater	brackish wetland	Field sampling	0	0	traditional survey	Biodiversity enhacement	0	0	1	birds ; phytoplankton	1	0	1	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
4661	WOS:000264175600012	Biodiversity Offsets: Two New Zealand Case Studies and an Assessment Framework	Environmental Management	01/04/2009	10.1007/s00267-008-9192-5	39	Biodiversity offsets are increasingly being used for securing biodiversity conservation outcomes as part of sustainable economic development to compensate for the residual unavoidable impacts of projects. Two recent New Zealand examples of biodiversity offsets are reviewed-while both are positive for biodiversity conservation, the process by which they were developed and approved was based more on the precautionary principal than on any formal framework. Based on this review and the broader offset literature, an environmental framework for developing and approving biodiversity offsets, comprising six principles, is outlined: (1) biodiversity offsets should only be used as part of an hierarchy of actions that first seeks to avoid impacts and then minimizes the impacts that do occur; (2) a guarantee is provided that the offset proposed will occur; (3) biodiversity offsets are inappropriate for certain ecosystem (or habitat) types because of their rarity or the presence of threatened species within them; (4) offsets most often involve the creation of new habitat, but can include protection of existing habitat where there is currently no protection; (5) a clear currency is required that allows transparent quantification of values to be lost and gained in order to ensure ecological equivalency between cleared and offset areas; (6) offsets must take into account both the uncertainty involved in obtaining the desired outcome for the offset area and the time-lag that is involved in reaching that point.	Norton, David A.	1	134312	New Zealand	biodiversity offsets ; environmental compensation ; mitigation ; assessment framework ; resource management act ; policy ; restoration	2009	Diego Fontaneto	yes	Australasian	New Zealand	NA	Terrestrial	NA	Field sampling	0	0	questionnaire	Biodiversity offset	1	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
4891	WOS:000445382000002	The Impact of Climate Change on Biodiversity: The Ecological Consequences of Invasive Species in Greece	Handbook of Climate Change Communication: Vol. 1: Theory of Climate Change Communication	01/01/2018	10.1007/978-3-319-69838-0_2	1	NA	Demertzis, Konstantinos ; Iliadis, Lazaros	2	3199583 ; 396505	Greece	NA	2018	Diego Fontaneto	yes	Palearctic	Greece	NA	Freshwater ; Saltwater ; Terrestrial	NA	Review/Opinion	0	0	NA	Biodiversity	1	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
5293	WOS:000390071000137	Food production, ecosystem services and biodiversity: We can't have it all everywhere	Science of the Total Environment	15/12/2016	10.1016/j.scitotenv.2016.07.139	39	Debate about how sustainable intensification and multifunctionality might be implemented continues, but there remains little understanding as to what extent they are achievable in arable landscapes. Policies that influence agronomic decisions are rarely made with an appreciation of the trade-offs that exist between food production, biodiversity conservation and ecosystem service provision. We present an approach that can reveal such trade-offs when used to assess current and future policy options that affect agricultural inputs (e.g. pesticides, nutrients) and practices. In addition, by demonstrating it in a pesticide policy context, we show how safeguarding a range of ecosystem services may have serious implications for UK food security. We suggest that policy change is most usefully implemented at a landscape scale to promote multifunctionality, tailoring pesticide risk assessment and incentives for management that support bundles of ecosystem services to specific landscape contexts. In some instances tough trade-offs may need to be accepted. However, our approach can ensure that current knowledge is used to inform policy decisions for progress towards a more balanced food production system. (C) 2016 The Authors. Published by Elsevier B.V.	Holt, Alison R. ; Alix, Anne ; Thompson, Anne ; Maltby, Lorraine	4	30344916 ; 711522 ; 21284778 ; 298439	England ; England ; England	arable ; biodiversity conservation ; ecosystem services ; food security ; multifunctional landscapes ; pesticides	2016	Diego Fontaneto	yes	Palearctic	United Kingdom	2015	Terrestrial	Arable land	Big data	0	0	Predictions	Biodiversity	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
5723	WOS:000386605700002	Key impacts of climate engineering on biodiversity and ecosystems, with priorities for future research	Journal of Integrative Environmental Sciences	01/06/2016	10.1080/1943815X.2016.1159578	20	Climate change has significant implications for biodiversity and ecosystems. With slow progress towards reducing greenhouse gas emissions, climate engineering (or geoengineering') is receiving increasing attention for its potential to limit anthropogenic climate change and its damaging effects. Proposed techniques, such as ocean fertilization for carbon dioxide removal or stratospheric sulfate injections to reduce incoming solar radiation, would significantly alter atmospheric, terrestrial and marine environments, yet potential side-effects of their implementation for ecosystems and biodiversity have received little attention. A literature review was carried out to identify details of the potential ecological effects of climate engineering techniques. A group of biodiversity and environmental change researchers then employed a modified Delphi expert consultation technique to evaluate this evidence and prioritize the effects based on the relative importance of, and scientific understanding about, their biodiversity and ecosystem consequences. The key issues and knowledge gaps are used to shape a discussion of the biodiversity and ecosystem implications of climate engineering, including novel climatic conditions, alterations to marine systems and substantial terrestrial habitat change. This review highlights several current research priorities in which the climate engineering context is crucial to consider, as well as identifying some novel topics for ecological investigation.	McCormack, Caitlin G. ; Born, Wanda ; Irvine, Peter J. ; Achterberg, Eric P. ; Amano, Tatsuya ; Ardron, Jeff ; Foster, Pru N. ; Gattuso, Jean-Pierre ; Hawkins, Stephen J. ; Hendy, Erica ; Kissling, W. Daniel ; Lluch-Cota, Salvador E. ; Murphy, Eugene J. ; Ostle, Nick ; Owens, Nicholas J. P. ; Perry, R. Ian ; Poertner, Hans O. ; Scholes, Robert J. ; Schurr, Frank M. ; Schweiger, Oliver ; Settele, Josef ; Smith, Rebecca K. ; Smith, Sarah ; Thompson, Jill ; Tittensor, Derek P. ; van Kleunen, Mark ; Vivian, Chris ; Vohland, Katrin ; Warren, Rachel ; Watkinson, Andrew R. ; Widdicombe, Steve ; Williamson, Phillip ; Woods, Emma ; Blackstock, Jason J. ; Sutherland, William J.	35	12189656 ; 5489151 ; 1255064 ; 109726 ; 532667 ; 1520930 ; 13406963 ; 170552 ; 44234 ; 1630134 ; 11974935 ; 665349 ; 333313 ; 42729458 ; 1338398 ; 578744 ; 42472 ; 110477 ; 515483 ; 369474 ; 141903 ; 2180737 ; 13511867 ; 623731 ; 951181 ; 43716716 ; 4594915 ; 1687227 ; 35926081 ; 42810567 ; 35943740 ; 512212 ; 2777625 ; 946829 ; 8077	England ; Germany ; England ; Germany ; Germany ; England ; France ; France ; England ; Netherlands ; Mexico ; England ; England ; Scotland ; Canada ; Germany ; South Africa ; France ; Germany ; Germany ; England ; Scotland ; Canada ; Germany ; England ; Germany ; England ; England ; England ; England ; England	biodiversity ; carbon dioxide removal ; climate engineering ; ecosystems ; geoengineering ; solar radiation management	2016	Diego Fontaneto	yes	Global	NA	NA	Freshwater ; Saltwater ; Terrestrial	NA	Field sampling	0	0	questionnaire	Biodiversity	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
6261	WOS:000267706000018	Spatial covariance between biodiversity and other ecosystem service priorities	Journal of Applied Ecology	01/08/2009	10.1111/j.1365-2664.2009.01666.x	198	P> Ecosystems support biodiversity and also provide goods and services that are beneficial to humans. The extent to which the locations that are most valuable for ecosystem services coincide with those that support the most biodiversity is of critical importance when designing conservation and land management strategies. There are, however, few studies on which to base any kind of conclusion about possible spatial patterns of association between ecosystem services and biodiversity. Moreover, little is known about the sensitivity of the conclusions to the quality of the data available, or to the choice and size of the region used for analysis. Here, we first present national-scale estimates of the spatial covariance in areas important for ecosystem services and biodiversity (richness of species of conservation concern), using Britain as a case study. We then explore how these associations are sensitive to the spatial resolution of the available data, the spatial extent of our study region and to regional variation across the study area. Our analyses reveal a mixture of negative and positive associations. In particular, the regionalization analysis shows that one can arrive at diametrically opposing conclusions about relationships between ecosystem services and biodiversity by studying the same question within different areas, even within a moderately small island. Synthesis and applications. In a policy context, the location-specific nature of relationships between ecosystem services and biodiversity underscores the importance of multi-scale environmental decision-making, so as to reflect both local conditions and broader-scale priorities. The results also suggest that efforts to establish general patterns of congruence in ecosystem services and biodiversity may offer a less constructive way forward than do more regional approaches.	Anderson, Barbara J. ; Armsworth, Paul R. ; Eigenbrod, Felix ; Thomas, Chris D. ; Gillings, Simon ; Heinemeyer, Andreas ; Roy, David B. ; Gaston, Kevin J.	8	978531 ; 344764 ; 977663 ; 106463 ; 798613 ; 1130032 ; 224661 ; 35195612	England ; England ; England ; England ; England	agriculture value ; bap species ; britain ; carbon storage ; conservation ; ecosystem services ; planning ; recreation ; species richness ; trade-offs	2009	Diego Fontaneto	yes	Palearctic	United Kingdom	NA	Terrestrial	NA	Big data	0	0	NA	Biodiversity	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
6676	WOS:000176045300011	Cross-taxon congruence in complementarity and conservation of temperate biodiversity	Animal Conservation	01/05/2002	10.1017/S1367943002002226	77	Identification of reliable surrogate indicator taxa and effective shortcuts for the preservation of overall biodiversity is a major challenge. Encouragingly, complementarity-derived priority sets of focal taxa were found highly effective in representing non-target taxa in a study from Ugandan forests. It has been proposed cross-taxon congruence in complementarity is less distinct in temperate regions than in the tropics, because temperate regions have fewer species, and hence focal taxa may be less effective as they are less diverse. To test this, we used all available atlas data (10 x 10 km scale) in Denmark (butterflies, birds, amphibians, reptiles, large moths, bats and click beetles, n = 434 species), and looked at whether conservation priority areas based on one taxonomic group represent species richness of other groups in a highly fragmented landscape. We apply a new approach (based on G-statistics) that enables statistical evaluation of cross-taxon congruence in complementarity-derived priority sets. We found indications that the same taxa represented other groups effectively and exhibited cross-taxon congruence in complementarity-derived priority sets. Birds performed significantly, but relatively poorly, butterflies somewhat better and bats relatively well in representing species richness of other groups. Large moths performed best and may be an overlooked predictor of diversity in other animal taxa.	Lund, MP ; Rahbek, C	2	7116764 ; 171034	Denmark	NA	2002	Diego Fontaneto	yes	Palearctic	Denmark	NA	Terrestrial	NA	Big data	0	0	NA	Temperate biodiversity	1	0	0	several	1	0	0	0	NA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
7119	WOS:000222435300002	Biostratigraphy, biodiversity and palaeoenvironments of the chitinozoans and associated palynomorphs from the Upper Ordovician of the Central Anti-Atlas, Morocco	Review of Palaeobotany and Palynology	01/07/2004	10.1016/j.revpalbo.2004.01.002	52	The range, abundance and diversity of Upper Ordovician chitinozoarts and of various other organic-walled microfossils (i.e., acritarchs, leiospheres, scolecodonts) have been documented in the Bou-Ingarf section, Central Anti-Atlas, Morocco. The goal of this study is to provide a refined biostratigraphic scheme for the Lower Ktaoua, the Upper Tiouririne, the Upper Ktaoua and the Lower Second Bani formations in order to locate the initial effects of the Late Ordovician glaciation on the composition of assemblages of organic-walled microfossils. Five Late Ordovician chitinozoan biozones belonging to the North Gondwana zonation are identified. During the late Caradoc and early Ashgill, no significant changes in chitinozoan assemblages are recorded that could be attributed to any dramatic climatic and/or environmental events. The almost absence of phytoplanktonic elements (acritarchs and leiospheres) and of cryptospores in the fistulosa/barbata and in the nigerica biozones are interpreted as resulting of lower offshore environmental conditions. The reappearance of a variety of palynomorphs in the lower part of the elongata biozone does not indicate drastic climatic changes but more likely a shallowing trend of the marine environment and an increased primary production, possibly related to a cooling of the surface water masses subsequently to early effects of a general climatic cooling. The first obvious evidence of the Late Ordovician glaciation occurs in the lower part of the elongata biozone, at the base of the sandy member topping the Lower Second Bani Formation. This sandy deposit is interpreted as the result of a dramatic fall of the sea level due to the development of the Himantian ice cap on Gondwana. This short-lived glaciation ended when the northern Gondwanan ice cap melted during the upper part of the elongata and the oulebsiri biozones. A biological crisis affected both the chitinozoans and the acritarchs just after this glaciation, i.e., in the latest Himantian. (C) 2004 Elsevier B.V. All rights reserved.	Bourahrouh, A ; Paris, F ; Elaouad-Debbaj, Z	3	8631668 ; 741188 ; 8600556	France ; Morocco	chitinozoans ; acritarchs ; biodiversity ; glaciation ; late ordovician ; northern gondwana	2004	Diego Fontaneto	yes	Palearctic	Morocco	NA	Saltwater	fossils	Field sampling	0	0	Fossils	Biodiversity ... of chitinozoan	1	1	0	chitinozoans, extinct	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
7833	WOS:000317137200020	Cryptic introductions and the interpretation of island biodiversity	Molecular Ecology	01/04/2013	10.1111/mec.12236	14	Species with cryptic origins (i.e. those that cannot be reliably classed as native or non-native) present a particular challenge to our understanding of the generation and maintenance of biodiversity. Such species may be especially common on islands given that some islands have had a relatively recent history of human settlement. It is likely that select island species considered native might have achieved their current distributions via direct or indirect human actions. As an example, we explore the origins of eastern bluebirds (Sialia sialis bermudensis) on the island of Bermuda. Considered native to the island and a distinct subspecies, this population has diverged in morphology relative to mainland North America. Using microsatellite markers and simulation of island colonization, we show that the Bermuda population of bluebirds is the likely result of a single colonization event that occurred during the 1600s, making this a cryptic invader. To our knowledge, this is one of the youngest examples of a terrestrial vertebrate cryptic invader. We suggest that the eastern bluebird is not an isolated case of cryptic invader on either Bermuda or elsewhere and that caution be exercised when studying present-day distributions of organisms.	Avery, Julian D. ; Fonseca, Dina M. ; Campagne, Pascal ; Lockwood, Julie L.	4	5669919 ; 267774 ; 2369769 ; 56845	USA ; USA	bermuda ; cryptogenic ; eastern bluebird ; island ; microsatellite ; non-native	2013	Diego Fontaneto	yes	Nearctic	Bermuda	NA	Terrestrial	NA	Field sampling	0	0	phylogenetics	Island biodiversity	0	0	0	eastern bluebirds (Sialia sialis bermudensis)	0	1	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
